0.0,0.000191914272159,-0.000256814002395
0.05,0.000108105717823,-0.000201747692525
0.1,6.61216961592e-05,-0.000200300417244
0.15,-0.000362739078104,-0.000316710151136
0.2,-0.000307873119004,-0.000147033422589
0.25,-0.00048146175161,-0.000150312609375
0.3,-0.00204345548466,-0.000109320446253
0.35,-0.00228046078175,-0.000120053007603
0.4,-0.00306937063053,-6.44120717049e-05
0.45,-0.00412098888248,2.50507748127e-05
0.5,-0.00486443202883,0.000158820361495
0.55,-0.00494373740569,0.000123799838722
0.6,-0.00586145708278,0.000288087934852
0.65,-0.00686612643242,0.000474455826581
0.7,-0.00741675972879,0.00058741035372
0.75,-0.00768023461044,0.000624260925353
0.8,-0.00893759645462,0.000949668758214
0.85,-0.00911912612557,0.000995605312884
0.9,-0.0105022612208,0.00137392344385
0.95,-0.0106753214443,0.0014869813478
1.0,-0.0113721677282,0.00169722462505
1.05,-0.0114458390692,0.00169205578476
1.1,-0.0120002172136,0.0019430630511
1.15,-0.0128849131235,0.00230463413954
1.2,-0.0134323259065,0.00256799167454
1.25,-0.0141394959012,0.00295173755348
1.3,-0.0144718653703,0.00319130724728
1.35,-0.0146974410111,0.00333428016365
1.4,-0.0149778491998,0.00354220537901
1.45,-0.0155075351888,0.00389107322752
1.5,-0.0158120143408,0.00444728887141
1.55,-0.0162926214927,0.00490285275936
1.6,-0.0165801114583,0.00515665306211
1.65,-0.0166159785533,0.00524142390549
1.7,-0.0169245722884,0.00549938908279
1.75,-0.0174051179731,0.00603337591946
1.8,-0.017682160362,0.00606602436364
1.85,-0.0181301730865,0.00680315500557
1.9,-0.0184778171772,0.00691021426082
1.95,-0.018530004769,0.00723983167171
2.0,-0.0187722901994,0.00725815823734
2.05,-0.0190897985542,0.00795677869081
2.1,-0.0194783332938,0.00808318151593
2.15,-0.0202497291559,0.00891142903328
2.2,-0.0201822995389,0.00891726470053
2.25,-0.0202203515166,0.00924571237028
2.3,-0.020933869406,0.00943025207579
2.35,-0.020881845727,0.00969325012028
2.4,-0.021580363735,0.0102925412959
2.45,-0.021935365274,0.0111091957098
2.5,-0.0221985961491,0.011208985061
2.55,-0.0222802284354,0.0115636550492
2.6,-0.0229322399193,0.0122192241853
2.65,-0.023007140606,0.0122660901999
2.7,-0.0229550517344,0.0125040375298
2.75,-0.023228836357,0.0126469974077
