-0.0156546737999,-0.0210636463016,0.300908535719,-1.84772787159,-0.0231961534523,-0.0534445100305
-0.0155811198056,-0.0210294239223,0.300545483828,-1.85340047283,-0.0159943256208,-0.0535252655819
-0.0156127270311,-0.0210330057889,0.30046236515,-1.85104401752,-0.0133743583937,-0.0531781862015
-0.0155927566811,-0.0210314653814,0.300400793552,-1.85484390901,-0.0173567324277,-0.0535164830924
-0.0156008219346,-0.021022407338,0.300389707088,-1.85254694634,-0.0192401779615,-0.0512347391872
-0.0156018557027,-0.0210163053125,0.300430059433,-1.85199974173,-0.0244137728149,-0.053265960048
-0.0156033532694,-0.0210206452757,0.300403922796,-1.8522598366,-0.021023629201,-0.0530972725323
-0.0156209468842,-0.0210534315556,0.300610601902,-1.84924133712,-0.0179333278126,-0.053208967029
-0.015580070205,-0.0210328605026,0.300512760878,-1.85280070744,-0.0201772650116,-0.0519082940695
-0.0155722349882,-0.0209991913289,0.300235331059,-1.85503272889,-0.0154068083425,-0.0531075632794
-0.0156369339675,-0.0210326965898,0.300608605146,-1.84997905384,-0.0204747430733,-0.0544616686892
